transaction id,timestamp,transaction type,merchant_category,amount (INR),transaction_status,sender_state,sender_bank,receiver_bank,device_type,network_type,hour_of_day,day_of_week,is_weekend
TXN0000000201,07-03-2024 14:29,Recharge,Food,772,SUCCESS,Maharashtra,ICICI,Axis,Android,WiFi,14,Thursday,0
TXN0000000202,12-10-2024 11:19,P2M,Grocery,447,SUCCESS,Rajasthan,HDFC,IndusInd,Android,4G,11,Saturday,1
TXN0000000203,24-09-2024 17:28,Bill Payment,Utilities,321,SUCCESS,Tamil Nadu,PNB,IndusInd,Android,WiFi,17,Tuesday,0
TXN0000000204,22-11-2024 18:55,P2M,Food,488,SUCCESS,Delhi,Kotak,PNB,Android,4G,18,Friday,0
TXN0000000205,21-01-2024 19:27,P2P,Food,291,SUCCESS,West Bengal,Axis,ICICI,Android,5G,19,Sunday,1
TXN0000000206,13-09-2024 16:18,P2M,Fuel,597,SUCCESS,Uttar Pradesh,SBI,ICICI,Android,4G,16,Friday,0
TXN0000000207,27-12-2024 13:10,P2M,Transport,111,SUCCESS,Telangana,SBI,Yes Bank,Android,4G,13,Friday,0
TXN0000000208,31-03-2024 11:33,P2M,Other,728,SUCCESS,Andhra Pradesh,PNB,Kotak,Android,5G,11,Sunday,1
TXN0000000209,20-08-2024 23:26,Bill Payment,Transport,91,SUCCESS,Gujarat,SBI,IndusInd,Android,5G,23,Tuesday,0
TXN0000000210,01-08-2024 12:21,Bill Payment,Shopping,7683,SUCCESS,Karnataka,Kotak,Axis,Android,4G,12,Thursday,0
TXN0000000211,10-04-2024 07:06,P2P,Other,330,SUCCESS,West Bengal,SBI,ICICI,Android,4G,7,Wednesday,0
TXN0000000212,04-08-2024 09:01,Recharge,Entertainment,106,SUCCESS,Telangana,Kotak,HDFC,Android,4G,9,Sunday,1
TXN0000000213,31-10-2024 20:07,P2P,Grocery,120,SUCCESS,Andhra Pradesh,IndusInd,HDFC,Android,4G,20,Thursday,0
TXN0000000214,15-10-2024 21:09,P2P,Food,178,SUCCESS,Andhra Pradesh,Yes Bank,Yes Bank,Android,4G,21,Tuesday,0
TXN0000000215,07-05-2024 12:38,P2P,Grocery,343,SUCCESS,Karnataka,ICICI,ICICI,Android,4G,12,Tuesday,0
TXN0000000216,28-01-2024 22:56,P2M,Healthcare,105,SUCCESS,Andhra Pradesh,Yes Bank,Axis,iOS,5G,22,Sunday,1
TXN0000000217,02-09-2024 16:36,P2P,Utilities,2679,SUCCESS,Rajasthan,HDFC,HDFC,iOS,4G,16,Monday,0
TXN0000000218,27-03-2024 15:38,Bill Payment,Grocery,281,SUCCESS,Telangana,Axis,Axis,Android,4G,15,Wednesday,0
TXN0000000219,02-02-2024 16:40,Bill Payment,Entertainment,120,SUCCESS,Tamil Nadu,IndusInd,SBI,Android,4G,16,Friday,0
TXN0000000220,06-09-2024 07:47,P2P,Other,3324,SUCCESS,Tamil Nadu,HDFC,SBI,Android,WiFi,7,Friday,0
TXN0000000221,09-01-2024 08:28,P2P,Food,151,FAILED,West Bengal,SBI,HDFC,Android,4G,8,Tuesday,0
TXN0000000222,07-04-2024 11:34,P2P,Utilities,1687,SUCCESS,Uttar Pradesh,HDFC,HDFC,Android,4G,11,Sunday,1
TXN0000000223,22-02-2024 18:40,P2P,Food,89,SUCCESS,Telangana,Axis,HDFC,iOS,4G,18,Thursday,0
TXN0000000224,06-01-2024 15:42,Bill Payment,Entertainment,129,SUCCESS,Karnataka,Axis,Yes Bank,Android,WiFi,15,Saturday,1
TXN0000000225,09-02-2024 05:48,P2P,Grocery,188,SUCCESS,Delhi,PNB,SBI,Android,4G,5,Friday,0
TXN0000000226,19-04-2024 21:57,Bill Payment,Food,69,SUCCESS,Andhra Pradesh,ICICI,HDFC,Android,4G,21,Friday,0
TXN0000000227,06-05-2024 11:36,P2M,Grocery,263,SUCCESS,West Bengal,ICICI,Axis,Android,4G,11,Monday,0
TXN0000000228,26-08-2024 13:03,Bill Payment,Other,386,SUCCESS,Delhi,Yes Bank,Kotak,Android,4G,13,Monday,0
TXN0000000229,09-10-2024 11:26,Bill Payment,Entertainment,546,SUCCESS,Tamil Nadu,SBI,SBI,Android,4G,11,Wednesday,0
TXN0000000230,20-12-2024 17:29,Bill Payment,Healthcare,1233,SUCCESS,West Bengal,Yes Bank,PNB,Android,4G,17,Friday,0
TXN0000000231,13-04-2024 13:34,P2M,Utilities,5295,SUCCESS,Rajasthan,PNB,SBI,Android,4G,13,Saturday,1
TXN0000000232,01-10-2024 00:01,P2M,Grocery,89,SUCCESS,Tamil Nadu,SBI,ICICI,Android,4G,0,Tuesday,0
TXN0000000233,01-06-2024 19:45,P2M,Food,239,SUCCESS,West Bengal,PNB,IndusInd,Android,4G,19,Saturday,1
TXN0000000234,09-03-2024 19:03,P2P,Grocery,1585,SUCCESS,Telangana,Axis,IndusInd,iOS,5G,19,Saturday,1
TXN0000000235,08-11-2024 09:04,P2M,Grocery,348,SUCCESS,Gujarat,HDFC,Yes Bank,Android,5G,9,Friday,0
TXN0000000236,19-12-2024 16:57,P2M,Shopping,1946,SUCCESS,Tamil Nadu,Axis,HDFC,Android,5G,16,Thursday,0
TXN0000000237,04-07-2024 17:49,P2P,Other,321,SUCCESS,Delhi,ICICI,Axis,Android,4G,17,Thursday,0
TXN0000000238,15-06-2024 18:47,P2M,Grocery,348,SUCCESS,Andhra Pradesh,SBI,Yes Bank,Android,5G,18,Saturday,1
TXN0000000239,14-04-2024 22:44,P2P,Grocery,1509,SUCCESS,Rajasthan,IndusInd,Yes Bank,Android,4G,22,Sunday,1
TXN0000000240,28-09-2024 20:20,Bill Payment,Grocery,854,SUCCESS,Maharashtra,IndusInd,PNB,iOS,WiFi,20,Saturday,1
TXN0000000241,21-03-2024 17:24,P2P,Healthcare,4536,FAILED,Rajasthan,PNB,Axis,iOS,4G,17,Thursday,0
TXN0000000242,19-04-2024 19:02,Bill Payment,Entertainment,116,FAILED,Delhi,Yes Bank,IndusInd,Android,4G,19,Friday,0
TXN0000000243,19-02-2024 17:57,P2M,Grocery,417,SUCCESS,Uttar Pradesh,SBI,Axis,Web,5G,17,Monday,0
TXN0000000244,24-08-2024 18:24,P2P,Grocery,1242,SUCCESS,Telangana,SBI,SBI,iOS,4G,18,Saturday,1
TXN0000000245,27-02-2024 20:23,P2M,Other,767,SUCCESS,Uttar Pradesh,Kotak,PNB,Android,WiFi,20,Tuesday,0
TXN0000000246,04-05-2024 08:53,P2M,Utilities,1849,FAILED,Karnataka,Yes Bank,PNB,Android,WiFi,8,Saturday,1
TXN0000000247,19-07-2024 08:17,P2P,Education,3518,SUCCESS,Karnataka,Yes Bank,SBI,Android,4G,8,Friday,0
TXN0000000248,20-12-2024 07:30,P2P,Food,36,SUCCESS,Uttar Pradesh,Yes Bank,IndusInd,Android,4G,7,Friday,0
TXN0000000249,06-01-2024 09:10,P2M,Food,760,SUCCESS,Andhra Pradesh,PNB,PNB,Android,4G,9,Saturday,1
TXN0000000250,22-03-2024 20:02,Bill Payment,Other,852,SUCCESS,Maharashtra,HDFC,Yes Bank,iOS,4G,20,Friday,0
TXN0000000251,23-03-2024 23:29,P2P,Fuel,2521,SUCCESS,Maharashtra,PNB,ICICI,Android,5G,23,Saturday,1
TXN0000000252,11-03-2024 23:56,Recharge,Entertainment,138,SUCCESS,Maharashtra,HDFC,Kotak,Android,WiFi,23,Monday,0
TXN0000000253,30-10-2024 21:46,P2P,Food,582,SUCCESS,Maharashtra,Kotak,Yes Bank,Android,4G,21,Wednesday,0
TXN0000000254,14-03-2024 10:20,Recharge,Transport,619,SUCCESS,West Bengal,IndusInd,IndusInd,iOS,WiFi,10,Thursday,0
TXN0000000255,09-12-2024 15:59,P2M,Healthcare,705,SUCCESS,Gujarat,SBI,Yes Bank,Android,4G,15,Monday,0
TXN0000000256,02-10-2024 17:10,Bill Payment,Other,529,SUCCESS,Telangana,Yes Bank,SBI,iOS,4G,17,Wednesday,0
TXN0000000257,09-12-2024 09:53,P2M,Healthcare,173,SUCCESS,Karnataka,PNB,Yes Bank,Android,4G,9,Monday,0
TXN0000000258,11-11-2024 17:13,P2M,Food,1048,SUCCESS,Delhi,PNB,IndusInd,Android,5G,17,Monday,0
TXN0000000259,13-12-2024 09:51,P2P,Other,182,SUCCESS,Karnataka,Yes Bank,Yes Bank,Android,4G,9,Friday,0
TXN0000000260,01-11-2024 13:34,P2M,Education,1758,SUCCESS,Maharashtra,Yes Bank,IndusInd,Android,4G,13,Friday,0
TXN0000000261,26-09-2024 13:42,P2M,Transport,24,SUCCESS,Telangana,HDFC,PNB,Android,4G,13,Thursday,0
TXN0000000262,18-04-2024 11:57,Bill Payment,Food,190,SUCCESS,Gujarat,SBI,Axis,iOS,4G,11,Thursday,0
TXN0000000263,08-05-2024 12:36,P2M,Grocery,1884,SUCCESS,Maharashtra,PNB,Axis,Android,4G,12,Wednesday,0
TXN0000000264,26-12-2024 17:04,P2M,Food,68,SUCCESS,Gujarat,PNB,Yes Bank,iOS,WiFi,17,Thursday,0
TXN0000000265,27-12-2024 18:59,Bill Payment,Other,310,SUCCESS,Karnataka,Kotak,ICICI,Android,5G,18,Friday,0
TXN0000000266,28-10-2024 14:01,P2P,Utilities,1526,SUCCESS,Delhi,SBI,Kotak,Android,3G,14,Monday,0
TXN0000000267,22-11-2024 14:59,P2M,Grocery,520,SUCCESS,Karnataka,Yes Bank,PNB,iOS,4G,14,Friday,0
TXN0000000268,12-10-2024 21:22,P2M,Food,415,SUCCESS,West Bengal,SBI,PNB,Android,4G,21,Saturday,1
TXN0000000269,15-11-2024 12:02,P2P,Utilities,1921,SUCCESS,Tamil Nadu,Kotak,SBI,iOS,5G,12,Friday,0
TXN0000000270,11-01-2024 13:12,P2P,Other,427,SUCCESS,Uttar Pradesh,Axis,HDFC,iOS,4G,13,Thursday,0
TXN0000000271,21-06-2024 20:33,P2P,Food,1532,SUCCESS,Maharashtra,IndusInd,HDFC,Android,WiFi,20,Friday,0
TXN0000000272,21-10-2024 07:42,P2P,Utilities,280,SUCCESS,Rajasthan,IndusInd,SBI,Android,4G,7,Monday,0
TXN0000000273,24-08-2024 16:27,P2M,Transport,238,SUCCESS,Gujarat,SBI,SBI,Android,4G,16,Saturday,1
TXN0000000274,14-08-2024 16:23,P2P,Healthcare,222,SUCCESS,Delhi,ICICI,IndusInd,Android,5G,16,Wednesday,0
TXN0000000275,15-06-2024 22:34,Recharge,Transport,133,SUCCESS,Delhi,Yes Bank,Axis,Android,4G,22,Saturday,1
TXN0000000276,09-07-2024 05:30,P2M,Food,273,SUCCESS,Tamil Nadu,ICICI,SBI,iOS,5G,5,Tuesday,0
TXN0000000277,15-04-2024 14:24,P2P,Food,295,SUCCESS,Maharashtra,PNB,SBI,Android,4G,14,Monday,0
TXN0000000278,25-06-2024 12:05,P2P,Transport,151,SUCCESS,Telangana,Yes Bank,SBI,iOS,5G,12,Tuesday,0
TXN0000000279,05-10-2024 22:53,P2P,Food,1185,SUCCESS,Uttar Pradesh,ICICI,HDFC,Android,4G,22,Saturday,1
TXN0000000280,07-04-2024 11:51,P2M,Education,4571,FAILED,Karnataka,HDFC,HDFC,iOS,5G,11,Sunday,1
TXN0000000281,25-10-2024 03:02,Bill Payment,Shopping,188,SUCCESS,Andhra Pradesh,PNB,SBI,Android,5G,3,Friday,0
TXN0000000282,15-03-2024 23:59,Bill Payment,Food,260,SUCCESS,Maharashtra,Axis,PNB,Android,4G,23,Friday,0
TXN0000000283,06-08-2024 15:54,P2M,Grocery,679,SUCCESS,Maharashtra,PNB,SBI,Android,4G,15,Tuesday,0
TXN0000000284,13-04-2024 19:56,P2P,Grocery,1241,SUCCESS,Gujarat,Yes Bank,Axis,Android,4G,19,Saturday,1
TXN0000000285,20-03-2024 18:36,P2P,Transport,93,SUCCESS,Telangana,IndusInd,HDFC,Android,4G,18,Wednesday,0
TXN0000000286,29-12-2024 14:06,Bill Payment,Utilities,1577,SUCCESS,Andhra Pradesh,IndusInd,IndusInd,Android,4G,14,Sunday,1
TXN0000000287,03-08-2024 08:37,P2M,Fuel,282,SUCCESS,Delhi,ICICI,HDFC,Android,4G,8,Saturday,1
TXN0000000288,04-11-2024 07:39,Bill Payment,Fuel,474,SUCCESS,Uttar Pradesh,Axis,PNB,Android,4G,7,Monday,0
TXN0000000289,05-06-2024 23:20,P2M,Shopping,5634,SUCCESS,Maharashtra,Axis,HDFC,Android,4G,23,Wednesday,0
TXN0000000290,24-11-2024 15:25,P2M,Entertainment,396,SUCCESS,Maharashtra,PNB,PNB,Android,4G,15,Sunday,1
TXN0000000291,03-02-2024 12:02,P2M,Other,669,SUCCESS,Andhra Pradesh,SBI,SBI,iOS,4G,12,Saturday,1
TXN0000000292,02-11-2024 11:14,P2M,Shopping,1078,SUCCESS,Maharashtra,HDFC,IndusInd,Android,WiFi,11,Saturday,1
TXN0000000293,21-10-2024 18:43,P2M,Grocery,283,SUCCESS,Maharashtra,Yes Bank,PNB,iOS,5G,18,Monday,0
TXN0000000294,16-02-2024 21:03,P2M,Entertainment,351,SUCCESS,Uttar Pradesh,ICICI,ICICI,Android,4G,21,Friday,0
TXN0000000295,24-10-2024 20:32,P2P,Food,2155,SUCCESS,Tamil Nadu,ICICI,HDFC,Android,5G,20,Thursday,0
TXN0000000296,02-02-2024 16:50,P2P,Grocery,682,SUCCESS,Tamil Nadu,SBI,Yes Bank,Android,4G,16,Friday,0
TXN0000000297,13-01-2024 14:03,P2P,Food,166,SUCCESS,Andhra Pradesh,SBI,PNB,iOS,4G,14,Saturday,1
TXN0000000298,03-07-2024 22:20,P2P,Shopping,4046,SUCCESS,Gujarat,SBI,SBI,iOS,4G,22,Wednesday,0
TXN0000000299,18-09-2024 16:38,Recharge,Transport,865,SUCCESS,West Bengal,Kotak,ICICI,Android,4G,16,Wednesday,0
TXN0000000300,13-04-2024 23:31,P2P,Utilities,12568,SUCCESS,Tamil Nadu,Kotak,Axis,Android,4G,23,Saturday,1
TXN0000000301,17-01-2024 20:01,Bill Payment,Education,10309,SUCCESS,Andhra Pradesh,HDFC,ICICI,Android,4G,20,Wednesday,0
TXN0000000302,21-01-2024 12:13,Bill Payment,Fuel,5359,SUCCESS,Gujarat,ICICI,PNB,Android,4G,12,Sunday,1
TXN0000000303,16-04-2024 13:35,P2M,Fuel,1287,SUCCESS,Telangana,Axis,PNB,Android,5G,13,Tuesday,0
TXN0000000304,12-03-2024 20:30,P2M,Healthcare,2928,SUCCESS,West Bengal,SBI,ICICI,iOS,4G,20,Tuesday,0
TXN0000000305,07-05-2024 06:44,P2P,Transport,309,SUCCESS,Tamil Nadu,PNB,IndusInd,iOS,4G,6,Tuesday,0
TXN0000000306,09-09-2024 10:38,P2M,Grocery,167,SUCCESS,Uttar Pradesh,ICICI,Axis,iOS,4G,10,Monday,0
TXN0000000307,23-06-2024 19:22,P2P,Food,255,SUCCESS,Rajasthan,HDFC,PNB,iOS,4G,19,Sunday,1
TXN0000000308,09-03-2024 20:25,P2P,Utilities,2499,SUCCESS,Karnataka,SBI,PNB,Android,4G,20,Saturday,1
TXN0000000309,27-10-2024 00:03,P2M,Shopping,2775,SUCCESS,Gujarat,SBI,PNB,Android,WiFi,0,Sunday,1
TXN0000000310,28-02-2024 11:14,P2P,Grocery,140,SUCCESS,West Bengal,PNB,ICICI,Android,4G,11,Wednesday,0
TXN0000000311,24-08-2024 04:40,Bill Payment,Utilities,3255,SUCCESS,Tamil Nadu,PNB,Yes Bank,iOS,4G,4,Saturday,1
TXN0000000312,29-07-2024 18:44,Bill Payment,Fuel,935,SUCCESS,Karnataka,IndusInd,Axis,Android,5G,18,Monday,0
TXN0000000313,06-06-2024 20:07,P2P,Utilities,2428,SUCCESS,Uttar Pradesh,ICICI,SBI,Android,4G,20,Thursday,0
TXN0000000314,18-10-2024 09:36,P2P,Healthcare,333,SUCCESS,West Bengal,PNB,HDFC,Android,4G,9,Friday,0
TXN0000000315,13-10-2024 19:36,P2P,Grocery,1037,SUCCESS,Gujarat,Axis,ICICI,Android,4G,19,Sunday,1
TXN0000000316,24-06-2024 21:49,P2M,Other,221,SUCCESS,Gujarat,IndusInd,SBI,Android,4G,21,Monday,0
TXN0000000317,30-01-2024 13:44,P2M,Transport,409,SUCCESS,Andhra Pradesh,HDFC,PNB,Web,4G,13,Tuesday,0
TXN0000000318,14-07-2024 20:56,P2P,Fuel,1822,FAILED,Delhi,PNB,SBI,Android,4G,20,Sunday,1
TXN0000000319,19-01-2024 21:36,P2P,Food,86,SUCCESS,Andhra Pradesh,SBI,Axis,Android,4G,21,Friday,0
TXN0000000320,23-12-2024 21:26,Bill Payment,Utilities,3310,SUCCESS,Uttar Pradesh,ICICI,Kotak,iOS,4G,21,Monday,0
TXN0000000321,31-05-2024 16:51,P2P,Grocery,2357,SUCCESS,Uttar Pradesh,Yes Bank,PNB,iOS,4G,16,Friday,0
TXN0000000322,21-05-2024 07:48,P2M,Entertainment,181,SUCCESS,Maharashtra,Kotak,PNB,iOS,5G,7,Tuesday,0
TXN0000000323,24-12-2024 19:01,P2P,Transport,62,SUCCESS,Delhi,Kotak,PNB,Web,4G,19,Tuesday,0
TXN0000000324,07-05-2024 10:59,P2P,Shopping,2221,SUCCESS,Delhi,ICICI,SBI,iOS,4G,10,Tuesday,0
TXN0000000325,31-10-2024 16:02,P2M,Entertainment,139,SUCCESS,Maharashtra,HDFC,IndusInd,Android,4G,16,Thursday,0
TXN0000000326,06-03-2024 20:58,P2M,Transport,160,SUCCESS,Gujarat,Kotak,Axis,Android,4G,20,Wednesday,0
TXN0000000327,30-12-2024 14:58,P2P,Healthcare,1496,SUCCESS,Telangana,HDFC,ICICI,Android,4G,14,Monday,0
TXN0000000328,03-09-2024 21:58,P2M,Grocery,527,SUCCESS,Uttar Pradesh,PNB,ICICI,iOS,4G,21,Tuesday,0
TXN0000000329,10-02-2024 22:24,P2M,Entertainment,182,SUCCESS,Tamil Nadu,Axis,Yes Bank,Android,WiFi,22,Saturday,1
TXN0000000330,12-03-2024 21:36,P2M,Entertainment,436,SUCCESS,Gujarat,HDFC,HDFC,Android,4G,21,Tuesday,0
TXN0000000331,03-10-2024 17:36,P2P,Fuel,3287,SUCCESS,Andhra Pradesh,IndusInd,HDFC,Android,4G,17,Thursday,0
TXN0000000332,22-11-2024 22:49,P2M,Grocery,879,SUCCESS,West Bengal,PNB,SBI,iOS,4G,22,Friday,0
TXN0000000333,19-05-2024 09:28,P2P,Food,1445,SUCCESS,Gujarat,SBI,IndusInd,iOS,5G,9,Sunday,1
TXN0000000334,01-10-2024 22:47,P2M,Grocery,1946,SUCCESS,Tamil Nadu,SBI,HDFC,Android,4G,22,Tuesday,0
TXN0000000335,26-11-2024 12:22,P2M,Entertainment,167,SUCCESS,Tamil Nadu,HDFC,IndusInd,Android,3G,12,Tuesday,0
TXN0000000336,30-11-2024 23:17,P2P,Other,549,SUCCESS,Rajasthan,Kotak,SBI,Android,4G,23,Saturday,1
TXN0000000337,07-07-2024 19:05,P2P,Food,478,SUCCESS,Andhra Pradesh,Yes Bank,ICICI,Android,4G,19,Sunday,1
TXN0000000338,08-11-2024 17:45,Bill Payment,Grocery,2838,SUCCESS,Uttar Pradesh,Axis,SBI,Web,WiFi,17,Friday,0
TXN0000000339,18-03-2024 10:46,Bill Payment,Utilities,483,SUCCESS,West Bengal,Kotak,Axis,Android,5G,10,Monday,0
TXN0000000340,13-04-2024 15:56,P2M,Food,280,SUCCESS,Karnataka,HDFC,PNB,Android,4G,15,Saturday,1
TXN0000000341,28-06-2024 20:20,Bill Payment,Grocery,2640,SUCCESS,Maharashtra,HDFC,Axis,Android,4G,20,Friday,0
TXN0000000342,14-09-2024 14:59,Bill Payment,Food,92,SUCCESS,Rajasthan,ICICI,Yes Bank,Android,4G,14,Saturday,1
TXN0000000343,23-10-2024 20:14,Bill Payment,Shopping,497,SUCCESS,Delhi,Kotak,HDFC,iOS,5G,20,Wednesday,0
TXN0000000344,03-12-2024 18:47,Bill Payment,Other,1085,SUCCESS,Delhi,PNB,Yes Bank,Android,4G,18,Tuesday,0
TXN0000000345,19-11-2024 20:27,P2P,Utilities,3360,SUCCESS,Rajasthan,SBI,ICICI,Android,5G,20,Tuesday,0
TXN0000000346,26-12-2024 11:44,P2M,Grocery,646,SUCCESS,Maharashtra,ICICI,SBI,Web,4G,11,Thursday,0
TXN0000000347,09-08-2024 19:46,P2M,Food,631,SUCCESS,Uttar Pradesh,SBI,PNB,Android,WiFi,19,Friday,0
TXN0000000348,14-01-2024 17:39,P2M,Shopping,4554,SUCCESS,Rajasthan,SBI,PNB,Android,4G,17,Sunday,1
TXN0000000349,04-07-2024 12:53,P2M,Transport,953,SUCCESS,West Bengal,Kotak,SBI,Web,4G,12,Thursday,0
TXN0000000350,02-12-2024 14:29,P2P,Shopping,1191,SUCCESS,Gujarat,SBI,Yes Bank,Android,5G,14,Monday,0
TXN0000000351,22-03-2024 11:03,P2M,Grocery,317,SUCCESS,Karnataka,SBI,IndusInd,Android,4G,11,Friday,0
TXN0000000352,15-04-2024 08:04,P2M,Transport,571,SUCCESS,Tamil Nadu,Axis,SBI,Android,5G,8,Monday,0
TXN0000000353,30-06-2024 10:17,P2P,Food,1107,SUCCESS,Telangana,Kotak,Kotak,Android,5G,10,Sunday,1
TXN0000000354,08-05-2024 20:49,P2P,Entertainment,220,SUCCESS,Rajasthan,HDFC,SBI,Web,5G,20,Wednesday,0
TXN0000000355,22-06-2024 19:16,P2M,Healthcare,522,SUCCESS,Andhra Pradesh,IndusInd,ICICI,Android,4G,19,Saturday,1
TXN0000000356,03-02-2024 22:14,P2P,Grocery,139,SUCCESS,Delhi,Axis,PNB,Android,4G,22,Saturday,1
TXN0000000357,27-02-2024 17:23,P2M,Grocery,158,SUCCESS,Karnataka,HDFC,ICICI,Android,4G,17,Tuesday,0
TXN0000000358,24-02-2024 14:01,P2P,Entertainment,92,SUCCESS,Andhra Pradesh,Axis,ICICI,Android,5G,14,Saturday,1
TXN0000000359,13-08-2024 21:51,P2M,Food,137,SUCCESS,Gujarat,SBI,IndusInd,Android,WiFi,21,Tuesday,0
TXN0000000360,26-07-2024 14:06,Recharge,Utilities,308,SUCCESS,Andhra Pradesh,SBI,SBI,Android,4G,14,Friday,0
TXN0000000361,28-08-2024 17:19,P2P,Transport,150,SUCCESS,Karnataka,SBI,IndusInd,iOS,4G,17,Wednesday,0
TXN0000000362,18-07-2024 21:54,P2P,Transport,120,SUCCESS,Tamil Nadu,Yes Bank,SBI,Android,WiFi,21,Thursday,0
TXN0000000363,07-10-2024 11:13,Bill Payment,Transport,134,SUCCESS,Tamil Nadu,SBI,ICICI,Android,5G,11,Monday,0
TXN0000000364,18-01-2024 23:08,P2M,Fuel,2418,SUCCESS,Karnataka,ICICI,ICICI,iOS,5G,23,Thursday,0
TXN0000000365,22-01-2024 18:05,Recharge,Utilities,2766,FAILED,Rajasthan,Axis,HDFC,Android,4G,18,Monday,0
TXN0000000366,06-07-2024 15:49,P2M,Grocery,503,SUCCESS,Maharashtra,SBI,SBI,Android,4G,15,Saturday,1
TXN0000000367,25-12-2024 20:04,Recharge,Fuel,2678,SUCCESS,Gujarat,SBI,ICICI,iOS,5G,20,Wednesday,0
TXN0000000368,07-02-2024 20:32,P2M,Utilities,121,SUCCESS,Andhra Pradesh,Kotak,Axis,Android,4G,20,Wednesday,0
TXN0000000369,20-11-2024 12:16,P2M,Fuel,516,SUCCESS,Uttar Pradesh,ICICI,Kotak,Android,WiFi,12,Wednesday,0
TXN0000000370,08-05-2024 20:07,P2P,Transport,92,SUCCESS,Karnataka,ICICI,IndusInd,Android,4G,20,Wednesday,0
TXN0000000371,19-10-2024 15:21,P2P,Healthcare,1845,SUCCESS,Tamil Nadu,IndusInd,IndusInd,Android,4G,15,Saturday,1
TXN0000000372,13-11-2024 21:21,P2P,Grocery,1630,SUCCESS,Rajasthan,ICICI,PNB,Android,4G,21,Wednesday,0
TXN0000000373,27-10-2024 17:46,P2P,Fuel,2588,SUCCESS,Maharashtra,HDFC,Yes Bank,iOS,4G,17,Sunday,1
TXN0000000374,08-03-2024 17:03,P2M,Grocery,2392,SUCCESS,Gujarat,SBI,Axis,Android,3G,17,Friday,0
TXN0000000375,10-12-2024 22:55,P2P,Transport,35,SUCCESS,Andhra Pradesh,HDFC,Axis,Android,3G,22,Tuesday,0
TXN0000000376,31-05-2024 08:03,P2P,Other,607,SUCCESS,Karnataka,HDFC,SBI,Android,4G,8,Friday,0
TXN0000000377,14-12-2024 19:46,Bill Payment,Other,202,SUCCESS,Maharashtra,IndusInd,HDFC,iOS,4G,19,Saturday,1
TXN0000000378,15-11-2024 10:05,P2M,Grocery,1685,SUCCESS,Karnataka,HDFC,IndusInd,Android,3G,10,Friday,0
TXN0000000379,07-02-2024 17:25,P2M,Shopping,4692,SUCCESS,Uttar Pradesh,HDFC,SBI,Web,5G,17,Wednesday,0
TXN0000000380,01-09-2024 19:12,P2P,Transport,667,SUCCESS,Rajasthan,SBI,SBI,Android,4G,19,Sunday,1
TXN0000000381,21-11-2024 17:36,P2P,Food,1016,SUCCESS,Karnataka,Yes Bank,SBI,Android,4G,17,Thursday,0
TXN0000000382,10-07-2024 22:00,P2M,Shopping,443,SUCCESS,Andhra Pradesh,SBI,Axis,Web,5G,22,Wednesday,0
TXN0000000383,11-11-2024 20:29,Recharge,Food,365,SUCCESS,Maharashtra,Yes Bank,HDFC,iOS,WiFi,20,Monday,0
TXN0000000384,14-09-2024 20:21,P2P,Other,1080,SUCCESS,Uttar Pradesh,Kotak,Axis,Web,4G,20,Saturday,1
TXN0000000385,20-03-2024 19:29,P2P,Other,484,SUCCESS,Tamil Nadu,HDFC,SBI,Android,5G,19,Wednesday,0
TXN0000000386,09-05-2024 21:19,P2P,Shopping,391,FAILED,Delhi,HDFC,IndusInd,iOS,WiFi,21,Thursday,0
TXN0000000387,25-07-2024 16:56,P2M,Fuel,4022,SUCCESS,Telangana,ICICI,IndusInd,iOS,5G,16,Thursday,0
TXN0000000388,31-03-2024 19:15,P2M,Fuel,1352,SUCCESS,Uttar Pradesh,HDFC,HDFC,Web,4G,19,Sunday,1
TXN0000000389,07-05-2024 14:25,P2P,Entertainment,573,SUCCESS,Rajasthan,IndusInd,Kotak,iOS,4G,14,Tuesday,0
TXN0000000390,20-05-2024 16:37,P2M,Shopping,1008,SUCCESS,Uttar Pradesh,SBI,ICICI,Android,4G,16,Monday,0
TXN0000000391,17-05-2024 17:05,P2P,Grocery,1957,SUCCESS,Maharashtra,Yes Bank,ICICI,Android,5G,17,Friday,0
TXN0000000392,21-01-2024 00:32,P2M,Entertainment,410,SUCCESS,Tamil Nadu,SBI,Yes Bank,Android,4G,0,Sunday,1
TXN0000000393,18-12-2024 19:38,P2P,Utilities,3267,FAILED,Tamil Nadu,HDFC,Yes Bank,Android,4G,19,Wednesday,0
TXN0000000394,26-09-2024 19:35,P2P,Food,1825,SUCCESS,Tamil Nadu,IndusInd,PNB,iOS,5G,19,Thursday,0
TXN0000000395,30-05-2024 16:34,P2M,Healthcare,258,SUCCESS,Gujarat,ICICI,Kotak,Android,WiFi,16,Thursday,0
TXN0000000396,24-05-2024 07:06,Bill Payment,Education,1461,SUCCESS,Maharashtra,Kotak,Axis,Android,4G,7,Friday,0
TXN0000000397,28-12-2024 17:19,P2P,Grocery,431,SUCCESS,Uttar Pradesh,ICICI,Kotak,Android,4G,17,Saturday,1
TXN0000000398,12-01-2024 19:37,P2M,Utilities,326,SUCCESS,Telangana,ICICI,Axis,iOS,4G,19,Friday,0
TXN0000000399,08-06-2024 18:35,P2M,Other,479,SUCCESS,Tamil Nadu,Axis,IndusInd,Android,4G,18,Saturday,1
