transaction id,timestamp,transaction type,merchant_category,amount (INR),transaction_status,sender_state,sender_bank,receiver_bank,device_type,network_type,hour_of_day,day_of_week,is_weekend,hour
TXN0000000190,2024-11-02 14:06:00,Bill Payment,Grocery,1990,SUCCESS,Tamil Nadu,ICICI,Yes Bank,Android,5G,14,Saturday,True,14
TXN0000000191,2024-11-07 16:22:00,P2P,Shopping,1838,SUCCESS,Karnataka,HDFC,ICICI,Android,3G,16,Thursday,False,16
TXN0000000192,2024-07-15 21:31:00,P2P,Food,744,SUCCESS,Telangana,Axis,SBI,Android,4G,21,Monday,False,21
TXN0000000193,2024-01-14 21:13:00,P2M,Grocery,831,SUCCESS,Karnataka,SBI,PNB,Android,4G,21,Sunday,True,21
TXN0000000194,2024-02-02 20:17:00,P2M,Other,1487,SUCCESS,Tamil Nadu,PNB,SBI,Android,4G,20,Friday,False,20
TXN0000000195,2024-02-06 19:21:00,Bill Payment,Food,303,SUCCESS,Telangana,PNB,Yes Bank,iOS,3G,19,Tuesday,False,19
TXN0000000196,2024-12-07 21:46:00,Bill Payment,Utilities,5798,SUCCESS,Rajasthan,Axis,PNB,Android,WiFi,21,Saturday,True,21
TXN0000000197,2024-03-23 21:20:00,P2P,Grocery,1490,FAILED,Maharashtra,SBI,ICICI,Android,4G,21,Saturday,True,21
TXN0000000198,2024-04-19 20:35:00,P2P,Other,1092,SUCCESS,Uttar Pradesh,IndusInd,Yes Bank,iOS,4G,20,Friday,False,20
TXN0000000199,2024-05-11 17:56:00,P2M,Transport,268,SUCCESS,Delhi,Axis,ICICI,Android,4G,17,Saturday,True,17
TXN0000000200,2024-03-06 00:47:00,Bill Payment,Entertainment,1659,FAILED,Tamil Nadu,SBI,Axis,Android,4G,0,Wednesday,False,0
TXN0000000201,2024-03-07 14:29:00,Recharge,Food,772,SUCCESS,Maharashtra,ICICI,Axis,Android,WiFi,14,Thursday,False,14
TXN0000000202,2024-10-12 11:19:00,P2M,Grocery,447,SUCCESS,Rajasthan,HDFC,IndusInd,Android,4G,11,Saturday,True,11
TXN0000000203,2024-09-24 17:28:00,Bill Payment,Utilities,321,SUCCESS,Tamil Nadu,PNB,IndusInd,Android,WiFi,17,Tuesday,False,17
TXN0000000204,2024-11-22 18:55:00,P2M,Food,488,SUCCESS,Delhi,Kotak,PNB,Android,4G,18,Friday,False,18
TXN0000000205,2024-01-21 19:27:00,P2P,Food,291,SUCCESS,West Bengal,Axis,ICICI,Android,5G,19,Sunday,True,19
TXN0000000206,2024-09-13 16:18:00,P2M,Fuel,597,SUCCESS,Uttar Pradesh,SBI,ICICI,Android,4G,16,Friday,False,16
TXN0000000207,2024-12-27 13:10:00,P2M,Transport,111,SUCCESS,Telangana,SBI,Yes Bank,Android,4G,13,Friday,False,13
TXN0000000208,2024-03-31 11:33:00,P2M,Other,728,SUCCESS,Andhra Pradesh,PNB,Kotak,Android,5G,11,Sunday,True,11
TXN0000000209,2024-08-20 23:26:00,Bill Payment,Transport,91,SUCCESS,Gujarat,SBI,IndusInd,Android,5G,23,Tuesday,False,23
TXN0000000210,2024-08-01 12:21:00,Bill Payment,Shopping,7683,SUCCESS,Karnataka,Kotak,Axis,Android,4G,12,Thursday,False,12
TXN0000000211,2024-04-10 07:06:00,P2P,Other,330,SUCCESS,West Bengal,SBI,ICICI,Android,4G,7,Wednesday,False,7
TXN0000000212,2024-08-04 09:01:00,Recharge,Entertainment,106,SUCCESS,Telangana,Kotak,HDFC,Android,4G,9,Sunday,True,9
TXN0000000213,2024-10-31 20:07:00,P2P,Grocery,120,SUCCESS,Andhra Pradesh,IndusInd,HDFC,Android,4G,20,Thursday,False,20
TXN0000000214,2024-10-15 21:09:00,P2P,Food,178,SUCCESS,Andhra Pradesh,Yes Bank,Yes Bank,Android,4G,21,Tuesday,False,21
TXN0000000215,2024-05-07 12:38:00,P2P,Grocery,343,SUCCESS,Karnataka,ICICI,ICICI,Android,4G,12,Tuesday,False,12
TXN0000000216,2024-01-28 22:56:00,P2M,Healthcare,105,SUCCESS,Andhra Pradesh,Yes Bank,Axis,iOS,5G,22,Sunday,True,22
TXN0000000217,2024-09-02 16:36:00,P2P,Utilities,2679,SUCCESS,Rajasthan,HDFC,HDFC,iOS,4G,16,Monday,False,16
TXN0000000218,2024-03-27 15:38:00,Bill Payment,Grocery,281,SUCCESS,Telangana,Axis,Axis,Android,4G,15,Wednesday,False,15
TXN0000000219,2024-02-02 16:40:00,Bill Payment,Entertainment,120,SUCCESS,Tamil Nadu,IndusInd,SBI,Android,4G,16,Friday,False,16
TXN0000000220,2024-09-06 07:47:00,P2P,Other,3324,SUCCESS,Tamil Nadu,HDFC,SBI,Android,WiFi,7,Friday,False,7
TXN0000000221,2024-01-09 08:28:00,P2P,Food,151,FAILED,West Bengal,SBI,HDFC,Android,4G,8,Tuesday,False,8
TXN0000000222,2024-04-07 11:34:00,P2P,Utilities,1687,SUCCESS,Uttar Pradesh,HDFC,HDFC,Android,4G,11,Sunday,True,11
TXN0000000223,2024-02-22 18:40:00,P2P,Food,89,SUCCESS,Telangana,Axis,HDFC,iOS,4G,18,Thursday,False,18
TXN0000000224,2024-01-06 15:42:00,Bill Payment,Entertainment,129,SUCCESS,Karnataka,Axis,Yes Bank,Android,WiFi,15,Saturday,True,15
TXN0000000225,2024-02-09 05:48:00,P2P,Grocery,188,SUCCESS,Delhi,PNB,SBI,Android,4G,5,Friday,False,5
TXN0000000226,2024-04-19 21:57:00,Bill Payment,Food,69,SUCCESS,Andhra Pradesh,ICICI,HDFC,Android,4G,21,Friday,False,21
TXN0000000227,2024-05-06 11:36:00,P2M,Grocery,263,SUCCESS,West Bengal,ICICI,Axis,Android,4G,11,Monday,False,11
TXN0000000228,2024-08-26 13:03:00,Bill Payment,Other,386,SUCCESS,Delhi,Yes Bank,Kotak,Android,4G,13,Monday,False,13
TXN0000000229,2024-10-09 11:26:00,Bill Payment,Entertainment,546,SUCCESS,Tamil Nadu,SBI,SBI,Android,4G,11,Wednesday,False,11
TXN0000000230,2024-12-20 17:29:00,Bill Payment,Healthcare,1233,SUCCESS,West Bengal,Yes Bank,PNB,Android,4G,17,Friday,False,17
TXN0000000231,2024-04-13 13:34:00,P2M,Utilities,5295,SUCCESS,Rajasthan,PNB,SBI,Android,4G,13,Saturday,True,13
TXN0000000232,2024-10-01 00:01:00,P2M,Grocery,89,SUCCESS,Tamil Nadu,SBI,ICICI,Android,4G,0,Tuesday,False,0
TXN0000000233,2024-06-01 19:45:00,P2M,Food,239,SUCCESS,West Bengal,PNB,IndusInd,Android,4G,19,Saturday,True,19
TXN0000000234,2024-03-09 19:03:00,P2P,Grocery,1585,SUCCESS,Telangana,Axis,IndusInd,iOS,5G,19,Saturday,True,19
TXN0000000235,2024-11-08 09:04:00,P2M,Grocery,348,SUCCESS,Gujarat,HDFC,Yes Bank,Android,5G,9,Friday,False,9
TXN0000000236,2024-12-19 16:57:00,P2M,Shopping,1946,SUCCESS,Tamil Nadu,Axis,HDFC,Android,5G,16,Thursday,False,16
TXN0000000237,2024-07-04 17:49:00,P2P,Other,321,SUCCESS,Delhi,ICICI,Axis,Android,4G,17,Thursday,False,17
TXN0000000238,2024-06-15 18:47:00,P2M,Grocery,348,SUCCESS,Andhra Pradesh,SBI,Yes Bank,Android,5G,18,Saturday,True,18
TXN0000000239,2024-04-14 22:44:00,P2P,Grocery,1509,SUCCESS,Rajasthan,IndusInd,Yes Bank,Android,4G,22,Sunday,True,22
TXN0000000240,2024-09-28 20:20:00,Bill Payment,Grocery,854,SUCCESS,Maharashtra,IndusInd,PNB,iOS,WiFi,20,Saturday,True,20
TXN0000000241,2024-03-21 17:24:00,P2P,Healthcare,4536,FAILED,Rajasthan,PNB,Axis,iOS,4G,17,Thursday,False,17
TXN0000000242,2024-04-19 19:02:00,Bill Payment,Entertainment,116,FAILED,Delhi,Yes Bank,IndusInd,Android,4G,19,Friday,False,19
TXN0000000243,2024-02-19 17:57:00,P2M,Grocery,417,SUCCESS,Uttar Pradesh,SBI,Axis,Web,5G,17,Monday,False,17
TXN0000000244,2024-08-24 18:24:00,P2P,Grocery,1242,SUCCESS,Telangana,SBI,SBI,iOS,4G,18,Saturday,True,18
TXN0000000245,2024-02-27 20:23:00,P2M,Other,767,SUCCESS,Uttar Pradesh,Kotak,PNB,Android,WiFi,20,Tuesday,False,20
TXN0000000246,2024-05-04 08:53:00,P2M,Utilities,1849,FAILED,Karnataka,Yes Bank,PNB,Android,WiFi,8,Saturday,True,8
TXN0000000247,2024-07-19 08:17:00,P2P,Education,3518,SUCCESS,Karnataka,Yes Bank,SBI,Android,4G,8,Friday,False,8
TXN0000000248,2024-12-20 07:30:00,P2P,Food,36,SUCCESS,Uttar Pradesh,Yes Bank,IndusInd,Android,4G,7,Friday,False,7
TXN0000000249,2024-01-06 09:10:00,P2M,Food,760,SUCCESS,Andhra Pradesh,PNB,PNB,Android,4G,9,Saturday,True,9
TXN0000000250,2024-03-22 20:02:00,Bill Payment,Other,852,SUCCESS,Maharashtra,HDFC,Yes Bank,iOS,4G,20,Friday,False,20
TXN0000000251,2024-03-23 23:29:00,P2P,Fuel,2521,SUCCESS,Maharashtra,PNB,ICICI,Android,5G,23,Saturday,True,23
TXN0000000252,2024-03-11 23:56:00,Recharge,Entertainment,138,SUCCESS,Maharashtra,HDFC,Kotak,Android,WiFi,23,Monday,False,23
TXN0000000253,2024-10-30 21:46:00,P2P,Food,582,SUCCESS,Maharashtra,Kotak,Yes Bank,Android,4G,21,Wednesday,False,21
TXN0000000254,2024-03-14 10:20:00,Recharge,Transport,619,SUCCESS,West Bengal,IndusInd,IndusInd,iOS,WiFi,10,Thursday,False,10
TXN0000000255,2024-12-09 15:59:00,P2M,Healthcare,705,SUCCESS,Gujarat,SBI,Yes Bank,Android,4G,15,Monday,False,15
TXN0000000256,2024-10-02 17:10:00,Bill Payment,Other,529,SUCCESS,Telangana,Yes Bank,SBI,iOS,4G,17,Wednesday,False,17
TXN0000000257,2024-12-09 09:53:00,P2M,Healthcare,173,SUCCESS,Karnataka,PNB,Yes Bank,Android,4G,9,Monday,False,9
TXN0000000258,2024-11-11 17:13:00,P2M,Food,1048,SUCCESS,Delhi,PNB,IndusInd,Android,5G,17,Monday,False,17
TXN0000000259,2024-12-13 09:51:00,P2P,Other,182,SUCCESS,Karnataka,Yes Bank,Yes Bank,Android,4G,9,Friday,False,9
TXN0000000260,2024-11-01 13:34:00,P2M,Education,1758,SUCCESS,Maharashtra,Yes Bank,IndusInd,Android,4G,13,Friday,False,13
TXN0000000261,2024-09-26 13:42:00,P2M,Transport,24,SUCCESS,Telangana,HDFC,PNB,Android,4G,13,Thursday,False,13
TXN0000000262,2024-04-18 11:57:00,Bill Payment,Food,190,SUCCESS,Gujarat,SBI,Axis,iOS,4G,11,Thursday,False,11
TXN0000000263,2024-05-08 12:36:00,P2M,Grocery,1884,SUCCESS,Maharashtra,PNB,Axis,Android,4G,12,Wednesday,False,12
TXN0000000264,2024-12-26 17:04:00,P2M,Food,68,SUCCESS,Gujarat,PNB,Yes Bank,iOS,WiFi,17,Thursday,False,17
TXN0000000265,2024-12-27 18:59:00,Bill Payment,Other,310,SUCCESS,Karnataka,Kotak,ICICI,Android,5G,18,Friday,False,18
TXN0000000266,2024-10-28 14:01:00,P2P,Utilities,1526,SUCCESS,Delhi,SBI,Kotak,Android,3G,14,Monday,False,14
TXN0000000267,2024-11-22 14:59:00,P2M,Grocery,520,SUCCESS,Karnataka,Yes Bank,PNB,iOS,4G,14,Friday,False,14
TXN0000000268,2024-10-12 21:22:00,P2M,Food,415,SUCCESS,West Bengal,SBI,PNB,Android,4G,21,Saturday,True,21
TXN0000000269,2024-11-15 12:02:00,P2P,Utilities,1921,SUCCESS,Tamil Nadu,Kotak,SBI,iOS,5G,12,Friday,False,12
TXN0000000270,2024-01-11 13:12:00,P2P,Other,427,SUCCESS,Uttar Pradesh,Axis,HDFC,iOS,4G,13,Thursday,False,13
TXN0000000271,2024-06-21 20:33:00,P2P,Food,1532,SUCCESS,Maharashtra,IndusInd,HDFC,Android,WiFi,20,Friday,False,20
TXN0000000272,2024-10-21 07:42:00,P2P,Utilities,280,SUCCESS,Rajasthan,IndusInd,SBI,Android,4G,7,Monday,False,7
TXN0000000273,2024-08-24 16:27:00,P2M,Transport,238,SUCCESS,Gujarat,SBI,SBI,Android,4G,16,Saturday,True,16
TXN0000000274,2024-08-14 16:23:00,P2P,Healthcare,222,SUCCESS,Delhi,ICICI,IndusInd,Android,5G,16,Wednesday,False,16
TXN0000000275,2024-06-15 22:34:00,Recharge,Transport,133,SUCCESS,Delhi,Yes Bank,Axis,Android,4G,22,Saturday,True,22
TXN0000000276,2024-07-09 05:30:00,P2M,Food,273,SUCCESS,Tamil Nadu,ICICI,SBI,iOS,5G,5,Tuesday,False,5
TXN0000000277,2024-04-15 14:24:00,P2P,Food,295,SUCCESS,Maharashtra,PNB,SBI,Android,4G,14,Monday,False,14
TXN0000000278,2024-06-25 12:05:00,P2P,Transport,151,SUCCESS,Telangana,Yes Bank,SBI,iOS,5G,12,Tuesday,False,12
TXN0000000279,2024-10-05 22:53:00,P2P,Food,1185,SUCCESS,Uttar Pradesh,ICICI,HDFC,Android,4G,22,Saturday,True,22
TXN0000000280,2024-04-07 11:51:00,P2M,Education,4571,FAILED,Karnataka,HDFC,HDFC,iOS,5G,11,Sunday,True,11
TXN0000000281,2024-10-25 03:02:00,Bill Payment,Shopping,188,SUCCESS,Andhra Pradesh,PNB,SBI,Android,5G,3,Friday,False,3
TXN0000000282,2024-03-15 23:59:00,Bill Payment,Food,260,SUCCESS,Maharashtra,Axis,PNB,Android,4G,23,Friday,False,23
TXN0000000283,2024-08-06 15:54:00,P2M,Grocery,679,SUCCESS,Maharashtra,PNB,SBI,Android,4G,15,Tuesday,False,15
TXN0000000284,2024-04-13 19:56:00,P2P,Grocery,1241,SUCCESS,Gujarat,Yes Bank,Axis,Android,4G,19,Saturday,True,19
TXN0000000285,2024-03-20 18:36:00,P2P,Transport,93,SUCCESS,Telangana,IndusInd,HDFC,Android,4G,18,Wednesday,False,18
TXN0000000286,2024-12-29 14:06:00,Bill Payment,Utilities,1577,SUCCESS,Andhra Pradesh,IndusInd,IndusInd,Android,4G,14,Sunday,True,14
TXN0000000287,2024-08-03 08:37:00,P2M,Fuel,282,SUCCESS,Delhi,ICICI,HDFC,Android,4G,8,Saturday,True,8
TXN0000000288,2024-11-04 07:39:00,Bill Payment,Fuel,474,SUCCESS,Uttar Pradesh,Axis,PNB,Android,4G,7,Monday,False,7
TXN0000000289,2024-06-05 23:20:00,P2M,Shopping,5634,SUCCESS,Maharashtra,Axis,HDFC,Android,4G,23,Wednesday,False,23
TXN0000000290,2024-11-24 15:25:00,P2M,Entertainment,396,SUCCESS,Maharashtra,PNB,PNB,Android,4G,15,Sunday,True,15
TXN0000000291,2024-02-03 12:02:00,P2M,Other,669,SUCCESS,Andhra Pradesh,SBI,SBI,iOS,4G,12,Saturday,True,12
TXN0000000292,2024-11-02 11:14:00,P2M,Shopping,1078,SUCCESS,Maharashtra,HDFC,IndusInd,Android,WiFi,11,Saturday,True,11
TXN0000000293,2024-10-21 18:43:00,P2M,Grocery,283,SUCCESS,Maharashtra,Yes Bank,PNB,iOS,5G,18,Monday,False,18
TXN0000000294,2024-02-16 21:03:00,P2M,Entertainment,351,SUCCESS,Uttar Pradesh,ICICI,ICICI,Android,4G,21,Friday,False,21
TXN0000000295,2024-10-24 20:32:00,P2P,Food,2155,SUCCESS,Tamil Nadu,ICICI,HDFC,Android,5G,20,Thursday,False,20
TXN0000000296,2024-02-02 16:50:00,P2P,Grocery,682,SUCCESS,Tamil Nadu,SBI,Yes Bank,Android,4G,16,Friday,False,16
TXN0000000297,2024-01-13 14:03:00,P2P,Food,166,SUCCESS,Andhra Pradesh,SBI,PNB,iOS,4G,14,Saturday,True,14
TXN0000000298,2024-07-03 22:20:00,P2P,Shopping,4046,SUCCESS,Gujarat,SBI,SBI,iOS,4G,22,Wednesday,False,22
TXN0000000299,2024-09-18 16:38:00,Recharge,Transport,865,SUCCESS,West Bengal,Kotak,ICICI,Android,4G,16,Wednesday,False,16
TXN0000000300,2024-04-13 23:31:00,P2P,Utilities,12568,SUCCESS,Tamil Nadu,Kotak,Axis,Android,4G,23,Saturday,True,23
TXN0000000301,2024-01-17 20:01:00,Bill Payment,Education,10309,SUCCESS,Andhra Pradesh,HDFC,ICICI,Android,4G,20,Wednesday,False,20
TXN0000000302,2024-01-21 12:13:00,Bill Payment,Fuel,5359,SUCCESS,Gujarat,ICICI,PNB,Android,4G,12,Sunday,True,12
TXN0000000303,2024-04-16 13:35:00,P2M,Fuel,1287,SUCCESS,Telangana,Axis,PNB,Android,5G,13,Tuesday,False,13
TXN0000000304,2024-03-12 20:30:00,P2M,Healthcare,2928,SUCCESS,West Bengal,SBI,ICICI,iOS,4G,20,Tuesday,False,20
TXN0000000305,2024-05-07 06:44:00,P2P,Transport,309,SUCCESS,Tamil Nadu,PNB,IndusInd,iOS,4G,6,Tuesday,False,6
TXN0000000306,2024-09-09 10:38:00,P2M,Grocery,167,SUCCESS,Uttar Pradesh,ICICI,Axis,iOS,4G,10,Monday,False,10
TXN0000000307,2024-06-23 19:22:00,P2P,Food,255,SUCCESS,Rajasthan,HDFC,PNB,iOS,4G,19,Sunday,True,19
TXN0000000308,2024-03-09 20:25:00,P2P,Utilities,2499,SUCCESS,Karnataka,SBI,PNB,Android,4G,20,Saturday,True,20
TXN0000000309,2024-10-27 00:03:00,P2M,Shopping,2775,SUCCESS,Gujarat,SBI,PNB,Android,WiFi,0,Sunday,True,0
TXN0000000310,2024-02-28 11:14:00,P2P,Grocery,140,SUCCESS,West Bengal,PNB,ICICI,Android,4G,11,Wednesday,False,11
TXN0000000311,2024-08-24 04:40:00,Bill Payment,Utilities,3255,SUCCESS,Tamil Nadu,PNB,Yes Bank,iOS,4G,4,Saturday,True,4
TXN0000000312,2024-07-29 18:44:00,Bill Payment,Fuel,935,SUCCESS,Karnataka,IndusInd,Axis,Android,5G,18,Monday,False,18
TXN0000000313,2024-06-06 20:07:00,P2P,Utilities,2428,SUCCESS,Uttar Pradesh,ICICI,SBI,Android,4G,20,Thursday,False,20
TXN0000000314,2024-10-18 09:36:00,P2P,Healthcare,333,SUCCESS,West Bengal,PNB,HDFC,Android,4G,9,Friday,False,9
TXN0000000315,2024-10-13 19:36:00,P2P,Grocery,1037,SUCCESS,Gujarat,Axis,ICICI,Android,4G,19,Sunday,True,19
TXN0000000316,2024-06-24 21:49:00,P2M,Other,221,SUCCESS,Gujarat,IndusInd,SBI,Android,4G,21,Monday,False,21
TXN0000000317,2024-01-30 13:44:00,P2M,Transport,409,SUCCESS,Andhra Pradesh,HDFC,PNB,Web,4G,13,Tuesday,False,13
TXN0000000318,2024-07-14 20:56:00,P2P,Fuel,1822,FAILED,Delhi,PNB,SBI,Android,4G,20,Sunday,True,20
TXN0000000319,2024-01-19 21:36:00,P2P,Food,86,SUCCESS,Andhra Pradesh,SBI,Axis,Android,4G,21,Friday,False,21
TXN0000000320,2024-12-23 21:26:00,Bill Payment,Utilities,3310,SUCCESS,Uttar Pradesh,ICICI,Kotak,iOS,4G,21,Monday,False,21
TXN0000000321,2024-05-31 16:51:00,P2P,Grocery,2357,SUCCESS,Uttar Pradesh,Yes Bank,PNB,iOS,4G,16,Friday,False,16
TXN0000000322,2024-05-21 07:48:00,P2M,Entertainment,181,SUCCESS,Maharashtra,Kotak,PNB,iOS,5G,7,Tuesday,False,7
TXN0000000323,2024-12-24 19:01:00,P2P,Transport,62,SUCCESS,Delhi,Kotak,PNB,Web,4G,19,Tuesday,False,19
TXN0000000324,2024-05-07 10:59:00,P2P,Shopping,2221,SUCCESS,Delhi,ICICI,SBI,iOS,4G,10,Tuesday,False,10
TXN0000000325,2024-10-31 16:02:00,P2M,Entertainment,139,SUCCESS,Maharashtra,HDFC,IndusInd,Android,4G,16,Thursday,False,16
TXN0000000326,2024-03-06 20:58:00,P2M,Transport,160,SUCCESS,Gujarat,Kotak,Axis,Android,4G,20,Wednesday,False,20
TXN0000000327,2024-12-30 14:58:00,P2P,Healthcare,1496,SUCCESS,Telangana,HDFC,ICICI,Android,4G,14,Monday,False,14
TXN0000000328,2024-09-03 21:58:00,P2M,Grocery,527,SUCCESS,Uttar Pradesh,PNB,ICICI,iOS,4G,21,Tuesday,False,21
TXN0000000329,2024-02-10 22:24:00,P2M,Entertainment,182,SUCCESS,Tamil Nadu,Axis,Yes Bank,Android,WiFi,22,Saturday,True,22
TXN0000000330,2024-03-12 21:36:00,P2M,Entertainment,436,SUCCESS,Gujarat,HDFC,HDFC,Android,4G,21,Tuesday,False,21
TXN0000000331,2024-10-03 17:36:00,P2P,Fuel,3287,SUCCESS,Andhra Pradesh,IndusInd,HDFC,Android,4G,17,Thursday,False,17
TXN0000000332,2024-11-22 22:49:00,P2M,Grocery,879,SUCCESS,West Bengal,PNB,SBI,iOS,4G,22,Friday,False,22
TXN0000000333,2024-05-19 09:28:00,P2P,Food,1445,SUCCESS,Gujarat,SBI,IndusInd,iOS,5G,9,Sunday,True,9
TXN0000000334,2024-10-01 22:47:00,P2M,Grocery,1946,SUCCESS,Tamil Nadu,SBI,HDFC,Android,4G,22,Tuesday,False,22
TXN0000000335,2024-11-26 12:22:00,P2M,Entertainment,167,SUCCESS,Tamil Nadu,HDFC,IndusInd,Android,3G,12,Tuesday,False,12
TXN0000000336,2024-11-30 23:17:00,P2P,Other,549,SUCCESS,Rajasthan,Kotak,SBI,Android,4G,23,Saturday,True,23
TXN0000000337,2024-07-07 19:05:00,P2P,Food,478,SUCCESS,Andhra Pradesh,Yes Bank,ICICI,Android,4G,19,Sunday,True,19
TXN0000000338,2024-11-08 17:45:00,Bill Payment,Grocery,2838,SUCCESS,Uttar Pradesh,Axis,SBI,Web,WiFi,17,Friday,False,17
TXN0000000339,2024-03-18 10:46:00,Bill Payment,Utilities,483,SUCCESS,West Bengal,Kotak,Axis,Android,5G,10,Monday,False,10
TXN0000000340,2024-04-13 15:56:00,P2M,Food,280,SUCCESS,Karnataka,HDFC,PNB,Android,4G,15,Saturday,True,15
TXN0000000341,2024-06-28 20:20:00,Bill Payment,Grocery,2640,SUCCESS,Maharashtra,HDFC,Axis,Android,4G,20,Friday,False,20
TXN0000000342,2024-09-14 14:59:00,Bill Payment,Food,92,SUCCESS,Rajasthan,ICICI,Yes Bank,Android,4G,14,Saturday,True,14
TXN0000000343,2024-10-23 20:14:00,Bill Payment,Shopping,497,SUCCESS,Delhi,Kotak,HDFC,iOS,5G,20,Wednesday,False,20
TXN0000000344,2024-12-03 18:47:00,Bill Payment,Other,1085,SUCCESS,Delhi,PNB,Yes Bank,Android,4G,18,Tuesday,False,18
TXN0000000345,2024-11-19 20:27:00,P2P,Utilities,3360,SUCCESS,Rajasthan,SBI,ICICI,Android,5G,20,Tuesday,False,20
TXN0000000346,2024-12-26 11:44:00,P2M,Grocery,646,SUCCESS,Maharashtra,ICICI,SBI,Web,4G,11,Thursday,False,11
TXN0000000347,2024-08-09 19:46:00,P2M,Food,631,SUCCESS,Uttar Pradesh,SBI,PNB,Android,WiFi,19,Friday,False,19
TXN0000000348,2024-01-14 17:39:00,P2M,Shopping,4554,SUCCESS,Rajasthan,SBI,PNB,Android,4G,17,Sunday,True,17
TXN0000000349,2024-07-04 12:53:00,P2M,Transport,953,SUCCESS,West Bengal,Kotak,SBI,Web,4G,12,Thursday,False,12
TXN0000000350,2024-12-02 14:29:00,P2P,Shopping,1191,SUCCESS,Gujarat,SBI,Yes Bank,Android,5G,14,Monday,False,14
TXN0000000351,2024-03-22 11:03:00,P2M,Grocery,317,SUCCESS,Karnataka,SBI,IndusInd,Android,4G,11,Friday,False,11
TXN0000000352,2024-04-15 08:04:00,P2M,Transport,571,SUCCESS,Tamil Nadu,Axis,SBI,Android,5G,8,Monday,False,8
TXN0000000353,2024-06-30 10:17:00,P2P,Food,1107,SUCCESS,Telangana,Kotak,Kotak,Android,5G,10,Sunday,True,10
TXN0000000354,2024-05-08 20:49:00,P2P,Entertainment,220,SUCCESS,Rajasthan,HDFC,SBI,Web,5G,20,Wednesday,False,20
TXN0000000355,2024-06-22 19:16:00,P2M,Healthcare,522,SUCCESS,Andhra Pradesh,IndusInd,ICICI,Android,4G,19,Saturday,True,19
TXN0000000356,2024-02-03 22:14:00,P2P,Grocery,139,SUCCESS,Delhi,Axis,PNB,Android,4G,22,Saturday,True,22
TXN0000000357,2024-02-27 17:23:00,P2M,Grocery,158,SUCCESS,Karnataka,HDFC,ICICI,Android,4G,17,Tuesday,False,17
TXN0000000358,2024-02-24 14:01:00,P2P,Entertainment,92,SUCCESS,Andhra Pradesh,Axis,ICICI,Android,5G,14,Saturday,True,14
TXN0000000359,2024-08-13 21:51:00,P2M,Food,137,SUCCESS,Gujarat,SBI,IndusInd,Android,WiFi,21,Tuesday,False,21
TXN0000000360,2024-07-26 14:06:00,Recharge,Utilities,308,SUCCESS,Andhra Pradesh,SBI,SBI,Android,4G,14,Friday,False,14
TXN0000000361,2024-08-28 17:19:00,P2P,Transport,150,SUCCESS,Karnataka,SBI,IndusInd,iOS,4G,17,Wednesday,False,17
TXN0000000362,2024-07-18 21:54:00,P2P,Transport,120,SUCCESS,Tamil Nadu,Yes Bank,SBI,Android,WiFi,21,Thursday,False,21
TXN0000000363,2024-10-07 11:13:00,Bill Payment,Transport,134,SUCCESS,Tamil Nadu,SBI,ICICI,Android,5G,11,Monday,False,11
TXN0000000364,2024-01-18 23:08:00,P2M,Fuel,2418,SUCCESS,Karnataka,ICICI,ICICI,iOS,5G,23,Thursday,False,23
TXN0000000365,2024-01-22 18:05:00,Recharge,Utilities,2766,FAILED,Rajasthan,Axis,HDFC,Android,4G,18,Monday,False,18
TXN0000000366,2024-07-06 15:49:00,P2M,Grocery,503,SUCCESS,Maharashtra,SBI,SBI,Android,4G,15,Saturday,True,15
TXN0000000367,2024-12-25 20:04:00,Recharge,Fuel,2678,SUCCESS,Gujarat,SBI,ICICI,iOS,5G,20,Wednesday,False,20
TXN0000000368,2024-02-07 20:32:00,P2M,Utilities,121,SUCCESS,Andhra Pradesh,Kotak,Axis,Android,4G,20,Wednesday,False,20
TXN0000000369,2024-11-20 12:16:00,P2M,Fuel,516,SUCCESS,Uttar Pradesh,ICICI,Kotak,Android,WiFi,12,Wednesday,False,12
TXN0000000370,2024-05-08 20:07:00,P2P,Transport,92,SUCCESS,Karnataka,ICICI,IndusInd,Android,4G,20,Wednesday,False,20
TXN0000000371,2024-10-19 15:21:00,P2P,Healthcare,1845,SUCCESS,Tamil Nadu,IndusInd,IndusInd,Android,4G,15,Saturday,True,15
TXN0000000372,2024-11-13 21:21:00,P2P,Grocery,1630,SUCCESS,Rajasthan,ICICI,PNB,Android,4G,21,Wednesday,False,21
TXN0000000373,2024-10-27 17:46:00,P2P,Fuel,2588,SUCCESS,Maharashtra,HDFC,Yes Bank,iOS,4G,17,Sunday,True,17
TXN0000000374,2024-03-08 17:03:00,P2M,Grocery,2392,SUCCESS,Gujarat,SBI,Axis,Android,3G,17,Friday,False,17
TXN0000000375,2024-12-10 22:55:00,P2P,Transport,35,SUCCESS,Andhra Pradesh,HDFC,Axis,Android,3G,22,Tuesday,False,22
TXN0000000376,2024-05-31 08:03:00,P2P,Other,607,SUCCESS,Karnataka,HDFC,SBI,Android,4G,8,Friday,False,8
TXN0000000377,2024-12-14 19:46:00,Bill Payment,Other,202,SUCCESS,Maharashtra,IndusInd,HDFC,iOS,4G,19,Saturday,True,19
